lat,lng
45.750012,-0.661725
39.77512,-104.794648
49.5326939,12.1348611
41.585206,-87.721114
38.4016,-75.56489
52.278996,9.35084
22.278527,114.184858
35.617642,139.776912
31.554201,120.309214
24.484878,118.173016
67.962427,15.929526
46.816236,-71.203431
43.645631,-79.390857
45.502638,-73.574251
46.768882,-71.287055
45.440769,-73.439185
45.4928052,-73.5570462
34.615371,-83.70197
44.303571,-74.330278
33.795216,-116.501511
42.7052817,-73.1906598
33.786647,-84.385533
40.804321,-74.237643
37.602645,-122.371
39.52788,-119.813754
44.5192603,-85.9906554
30.581826,114.324969
40.957479,-74.074191
39.858702,-84.277027
22.518672,114.073736
34.2000065,108.9176548
60.648437,17.120392
49.507382,8.63748
53.339515,-2.569358
34.0666534,-118.4010018
34.2512098,-111.3217987
35.576504,-121.113529
35.573683,-121.112315
29.747099,-95.450734
32.2089885,-80.6815982
66.81416,15.40154
34.225265,108.887777
-37.831997,144.995807
51.484133,-0.452109
31.091578,121.373685
63.32885,14.430388
55.067331,9.361081
62.398466,17.339038
51.864884,4.457034
51.019837,3.735755
28.514873,-81.500189
34.113584,-117.529427
22.26237,114.130487
58.227074,14.668253
54.477799,9.544758
65.834832,13.191592
23.112923,113.32822
64.464757,12.316403
51.438018,0.268845
35.610678,-115.388014
27.60089,-80.82286
59.496498,17.924318
51.286224,0.545783
44.574119,10.981157
50.685442,-3.448837
31.188299,121.375579
36.064564,120.300291
58.918156,17.367987
45.981226,-112.507161
48.2367413,14.2405725
46.496797,9.84272
34.745298,113.798207
41.722672,-72.759717
47.192149,-114.888901
33.921063,-118.330074
34.825893,-82.306952
34.101608,-118.325804
26.251464,-81.8208
33.961983,-83.375885
38.7146717,-75.0824831
37.805388,-122.423418
34.722752,-112.006265
39.641587,-106.378203
33.84892,-84.36607
25.7654138,-80.1851384
49.3247253,-119.5460569
39.528565,-119.815271
38.468316,-122.404902
33.723301,-116.329538
42.9777294,-70.9542299
43.3571986,-70.4743118
43.099621,-72.7036059
25.790823,-80.129116
33.707872,-78.861683
36.554146,-86.237929
34.863769,-111.781563
39.1866234,-106.8175696
33.504236,-111.969247
35.262552,-75.569361
39.1008925,-84.5141913
43.072782,-89.380875
33.914827,-84.355804
36.6198213,-121.9328597
30.410814,-87.683956
-33.867837,151.194627
49.378355,-121.442633
-33.817021,151.191334
51.08246,13.274088
45.412326,10.970212
46.126595,7.060944
48.64136,8.037807
-37.8860740000,145.0827990000
49.451169,11.073606
33.931316,-116.820082
37.8951539000,-122.0579117000
43.111918,-80.738804
43.769334,1.361378
53.067403,12.533227
48.638215,6.184349
33.79382,-84.39713
51.087187,9.48516
46.604164,13.869183
52.185729,-0.89127
33.986765,-118.390162
36.555642,-121.924563
36.9506523,-121.8769721
34.914902,-111.854054
32.864472,-96.541511
33.182787,-97.100066
38.490004,-122.883477
32.300906,-90.179556
35.65105,-120.741489
49.669381,-124.984495
45.890564,-123.962875
28.001879,-82.727794
35.683768,-105.938017
37.7924958,-122.4100354
30.084547,-90.446563
25.985319,-81.723936
30.3272668,-97.9254155
39.28462,-76.613671
39.480486,-106.066908
50.18841,-119.388423
43.0792267,-79.0826094
37.1100279,-113.5799972
44.186915,-72.878125
33.8454512,-84.3600387
34.1550113,-118.8250613
47.903447,-91.849141
31.734028,-95.6294049
43.359198,-79.7949
51.268369,-114.004469
47.0739523,-70.9058124
34.0963159,-118.3727563
59.423016,5.442872
48.343115,8.662612
34.091985,-118.377766
44.124163,-72.882596
33.994759,-117.891493
48.340723,-124.662924
48.3334791,-124.6593683
40.001616,-105.257982
39.05968,-94.500535
23.070509,113.31295
34.245064,117.134447
22.847557,113.452776
36.709206,116.956635
34.657031,135.226048
50.655257,-120.368307
30.199071,-93.248782
40.726668,-84.071932
32.760837,-115.532486
39.951088,116.281837
39.912154,116.275957
38.304617,116.813319
23.141028,113.375964
30.899872,103.645096
29.966773,122.316121
31.32173,120.551132
51.009594,-118.218857
32.627837,-85.445105
42.203734,-71.833059
31.837877,119.973534
31.714193,119.945534
31.150778,121.230195
29.85638,121.618555
51.576293,-0.223638
53.3052846,-2.3754453
39.748868,-89.67119
30.720702,-86.116677
38.276826,116.812668
39.497181,-119.800225
41.490692,-72.091277
44.358147,-80.545293
46.611568,-112.020013
42.352135,-71.068673
45.499921,-73.578476
40.093459,-88.237783
35.110373,-106.5677521
37.532181,-122.000213
42.4665965,-92.319229
47.6978563,-116.8086523
34.854043,-120.370813
45.5123866,-122.6756475
35.98178,-83.613345
37.0144,-111.6120004
42.241166,-83.735175
37.6828374,-97.341229
33.125037,-117.208168
33.835802,-118.349995
30.652949,-96.404484
48.844914,-123.251463
30.445186,-84.284643
38.554096,-86.620169
40.055041,-74.133937
35.149329,-120.65135
36.8086559,-119.7810627
42.838443,-72.565798
43.109066,-71.477768
34.850835,-114.624329
39.877253,-83.063448
32.833485,-83.625813
22.373647,113.561454
45.16724,1.483119
48.510794,11.581893
51.16725,-1.328024
43.11007,-71.475065
33.894227,-118.367407
37.60878,-97.33314
34.6773838,138.9719247
33.589241,130.399405
36.358093,138.590812
36.8180035,137.5815367
35.008686,135.787827
35.185483,136.8956
33.850444,132.787127
34.937444,139.126135
34.697033,135.187015
-33.8682833,151.1944216
-37.8094922,144.9702081
-38.472058,145.947645
-35.312247,149.133236
52.251899,-113.814659
40.738399,-114.058998
30.423892,-91.154637
25.063389,102.723335
51.046123,-1.341865
36.60059,-118.061916
40.179476,-118.472135
35.1403200000,-80.7187830000
41.231376,-73.052192
38.9320000000,-77.2395050000
63.325319,10.305137
44.268212,-76.502325
44.341123,-79.678975
40.836301,-115.790859
53.732774,-1.585622
38.017955,-84.420664
38.242676,-122.625023
49.1681935,-121.9537286
26.247609,-98.205917
34.439156,-119.704221
28.323712,-81.658565
33.731905,-111.852904
32.694804,-117.166215
35.625553,-120.69206
39.604825,-106.515487
46.7881955,-71.3539628
35.149106,-120.653272
48.4440229,-123.3674944
26.129147,-80.104037
35.180091,-120.735481
43.649937,-79.380191
26.193704,-80.170287
33.4658094,-117.68938
34.050187,-118.460342
48.4199482,-123.2994611
41.8868446,-88.3038036
37.792442,-122.401039
37.791596,-122.410385
33.831533,-116.545469
44.057922,-121.312053
37.088866,-113.584524
29.681564,-90.782192
37.1095483,-113.5765225
43.671853,-79.389513
39.272267,-123.789132
38.568215,-86.618299
27.711,-97.371231
38.883828,-77.030247
37.746154,-119.5743357
36.9697758,-121.9655326
37.792496,-122.39998
39.879803,-83.0455049
48.990486,-122.774447
37.3327794,-121.8892745
45.347959,-75.91811
47.23853,-122.427213
40.181715,-122.220555
37.854975,-121.2193169
25.772724,-80.185998
25.819636,-80.12259
46.7564906,-71.2937583
43.1126835,-80.7438781
37.837856,-122.479836
37.7849,-122.4043
37.14916,-84.11385
51.312784,-116.97458
31.285446,121.455614
46.13916,8.907291
43.113878,-75.206857
33.767198,-118.191987
39.186714,-106.819164
33.757998,-116.360617
30.265397,-97.746566
39.19082,-106.819492
40.57403,-122.358323
36.519392,-121.806781
44.136626,-93.254645
46.0488469,-73.0904734
49.8915172,-119.4969177
30.289625,-81.389233
42.684621,-121.973069
49.028767,-119.44274
40.961898,-85.373626
41.034321,-85.359994
44.0248506,-121.3653404
34.700941,135.51077
30.000048,120.603519
37.782622,-121.228683
42.130914,-72.621435
39.040814,-94.369265
22.370283,113.993395
22.368812,114.078097
40.958869,-117.746501
30.283018,-97.745736
50.4658502,-104.6171594
41.491377,-73.22515
38.174307,-122.451274
35.052297,-83.196938
48.783141,-122.484001
29.426547,-98.481086
35.226765,-100.24836
40.684466,-112.269008
35.34075,-80.76579
50.924425,1.80414
49.924001,7.825672
60.484345,5.375959
30.25196,-97.746725
33.735562,-117.030779
34.086515,-118.445697
33.528602,-84.743971
34.343903,-79.431386
43.2533712,-79.0682364
34.3923251,-119.5095392
49.651266,-108.412919
28.068094,-80.557665
30.1516232,-93.6375554
36.6391043,-93.2788854
36.6008432,-121.8951335
50.512216,-115.993074
37.6817053,-113.0755125
47.098792,-119.996204
49.102681,-119.546719
43.257904,-79.077199
47.708479,-116.794283
51.100208,-115.359179
50.48272,7.750214
41.220921,-95.835579
35.53859,-98.66012
34.420632,-119.702748
53.5421516,-113.5008612
38.680822,-123.429276
41.018094,-73.623659
34.178538,-118.8785878
42.544777,-83.215811
43.179969,-71.8336274
38.664182,-78.46637
46.206894,-74.596782
32.776235,-96.809281
37.875969,-119.858266
30.721805,-81.547885
48.4222022,-123.3796262
26.715327,-80.035116
36.132303,-115.157647
45.190225,-123.290702
50.1177,-122.946633
45.24115,-123.069729
49.199792,-122.912603
48.835541,-67.572325
27.930867,-82.483448
38.0435364,-120.2107225
33.901253,-118.371181
34.502584,-82.648609
34.947013,-104.647997
34.179106,-97.165632
39.977248,116.492654
53.460761,9.939778
35.646451,-117.812644
35.684656,139.761252
42.239116,-82.550227
28.31911,-98.113639
34.101297,-83.817654
32.83358,-117.143817
33.6511516,-117.990526
33.100051,-117.285039
39.6433049,-106.3882985
36.910456,-80.31744
35.449297,-120.905887
47.3471843,-123.0676404
33.7603,-116.362218
32.641745,-96.888506
38.9788384,-92.5654654
44.286279,-121.536878
34.009207,-118.492867
36.816601,-114.063987
34.427554,-93.084472
24.916295,-80.633372
34.258767,-80.604834
35.584158,-120.714971
38.407219,-122.94643
39.559625,-120.828017
38.507342,-122.428543
42.352564,-73.288507
27.960272,-82.518576
40.120546,-82.022756
40.039804,-76.28137
42.362848,-73.2818329
31.170563,121.341869
35.068595,-118.174576
51.45047,11.304389
41.70995,-112.198576
29.56255,103.445404
49.134552,-119.592654
43.057279,-73.804334
34.01765,-118.501217
25.812762,-80.122904
38.312891,-122.482471
37.503267,-122.493831
49.232488,-123.119316
40.756722,-73.97406
50.281166,-119.276536
41.970814,-87.6677516
33.848401,-84.365385
45.838361,-76.703574
38.692118,-76.175449
24.553609,-81.794764
43.724622,-72.6158105
37.651321,-118.986123
42.496212,-90.664436
38.0440242,-78.9045217
45.265905,-123.0555
40.383155,-82.2118
35.1067998,-77.04247
34.7250279,-83.4535375
40.198803,-77.19005
39.137114,-88.563468
-33.855584,151.209488
-31.43106,152.919069
-37.886676,145.081194
45.899084,-72.51942
51.290043,12.137328
35.5034205,139.488439
35.5157407,139.5685182
34.809867,135.495957
34.904647,139.875447
35.013663,136.5030552
35.1466819,139.8314615
34.3923597,133.287668
35.641516,139.715355
36.4636316,140.0863307
49.640815,6.270681
45.6049,13.928497
40.032772,116.391143
44.8338420000,-0.6752690000
32.715797,-117.161544
45.8770183,-123.9619663
30.44599,-97.868845
35.192673,-101.932979
38.599918,-122.639262
33.146664,-117.242044
